QC,Crops,1,Armenia,5510,Production,15,Wheat,1992,tonnes,141483.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,1992,tonnes,141483.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,1993,tonnes,217900.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,1994,tonnes,152900.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,1995,tonnes,153800.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,1996,tonnes,201400.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,1997,tonnes,183700.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,1998,tonnes,244300.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,1999,tonnes,219200.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2000,tonnes,181561.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2001,tonnes,245579.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2002,tonnes,289170.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2003,tonnes,220977.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2004,tonnes,299900.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2005,tonnes,265700.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2006,tonnes,152900.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2007,tonnes,254233.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2008,tonnes,225734.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2009,tonnes,198080.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2010,tonnes,183464.00,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2011,tonnes,224082.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,1992,tonnes,150900.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,1993,tonnes,83300.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,1994,tonnes,69100.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,1995,tonnes,89300.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,1996,tonnes,105200.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,1997,tonnes,59327.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,1998,tonnes,71211.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,1999,tonnes,65200.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,2000,tonnes,32944.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,2001,tonnes,107451.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,2002,tonnes,109495.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,2003,tonnes,68273.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,2004,tonnes,131138.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,2005,tonnes,110771.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,2006,tonnes,49476.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,2007,tonnes,162533.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,2008,tonnes,149091.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,2009,tonnes,145141.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,2010,tonnes,118574.00,,Official data
QC,Crops,1,Armenia,5510,Production,44,Barley,2011,tonnes,178226.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,1992,tonnes,4195.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,1993,tonnes,3910.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,1994,tonnes,4900.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,1995,tonnes,4200.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,1996,tonnes,4381.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,1997,tonnes,9565.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,1998,tonnes,5738.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,1999,tonnes,11450.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,2000,tonnes,5915.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,2001,tonnes,9865.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,2002,tonnes,12156.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,2003,tonnes,15241.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,2004,tonnes,19322.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,2005,tonnes,14127.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,2006,tonnes,8421.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,2007,tonnes,18860.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,2008,tonnes,21172.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,2009,tonnes,15232.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,2010,tonnes,12751.00,,Official data
QC,Crops,1,Armenia,5510,Production,56,Maize,2011,tonnes,19120.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,1992,tonnes,1076.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,1993,tonnes,100.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,1994,tonnes,120.00,F,FAO estimate
QC,Crops,1,Armenia,5510,Production,71,Rye,1995,tonnes,100.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,1996,tonnes,26.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,1997,tonnes,385.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,1998,tonnes,200.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,1999,tonnes,130.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,2000,tonnes,101.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,2001,tonnes,182.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,2002,tonnes,298.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,2003,tonnes,158.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,2004,tonnes,404.00,,Official data
QC,Crops,1,Armenia,5510,Production,71,Rye,2005,tonnes,587.00,,Official data
